"sampleobscore_id";"sampleobsbase_id";"vartypedetail_key";"name_en";"linktype"
33535;36914;"derived formula";"Ratio of MeHg and Hg";"group_contains"
33535;36913;"derived formula";"Ratio of MeHg and Hg";"group_contains"
33536;36650;"measured";"2,4-toluenediamine";"exact_match"
33537;36625;"measured";"2,5-Dichloroaniline";"exact_match"
33538;37083;"derived formula";"pcb138 + pcb153 + pcb180";"group_contains"
33538;37087;"derived formula";"pcb138 + pcb153 + pcb180";"group_contains"
33538;37100;"derived formula";"pcb138 + pcb153 + pcb180";"group_contains"
33539;37048;"derived formula";"pfhxs + pfos";"group_contains"
33539;37058;"derived formula";"pfhxs + pfos";"group_contains"
33540;37058;"derived formula";"Percentage Linear Perfluorooctane sulfonic acid";"group_contains"
33540;37004;"derived formula";"Percentage Linear Perfluorooctane sulfonic acid";"group_contains"
33541;37327;"derived formula";"Anthracene + Phenanthrene";"group_contains"
33541;37350;"derived formula";"Anthracene + Phenanthrene";"group_contains"
33542;37125;"derived formula";"Ratio of p,p'-DDT and p,p'-DDE";"group_contains"
33542;37126;"derived formula";"Ratio of p,p'-DDT and p,p'-DDE";"group_contains"
33543;36672;"derived formula";"CD4+ / CD8+";"group_contains"
33543;36671;"derived formula";"CD4+ / CD8+";"group_contains"
33544;37387;"derived formula";"Ratio ft3 and ft4";"group_contains"
33544;37388;"derived formula";"Ratio ft3 and ft4";"group_contains"
33545;36683;"derived formula";"Neutrophil segments / Lymphocytes";"group_contains"
33545;36684;"derived formula";"Neutrophil segments / Lymphocytes";"group_contains"
33545;36691;"derived formula";"Neutrophil segments / Lymphocytes";"group_contains"
33546;36683;"derived formula";"Thrombocytes / Lymphocytes";"group_contains"
33546;36684;"derived formula";"Thrombocytes / Lymphocytes";"group_contains"
33546;36697;"derived formula";"Thrombocytes / Lymphocytes";"group_contains"
33547;37174;"derived formula";"glyp + ampa";"group_contains"
33547;37149;"derived formula";"glyp + ampa";"group_contains"
33548;36772;"derived formula";"hbcda + hbcdg";"group_contains"
33548;36774;"derived formula";"hbcda + hbcdg";"group_contains"
33549;37310;"derived formula";"onehphe + twohphe + threehphe + fourhphe + ninehphe";"group_contains"
33549;37324;"derived formula";"onehphe + twohphe + threehphe + fourhphe + ninehphe";"group_contains"
33549;37316;"derived formula";"onehphe + twohphe + threehphe + fourhphe + ninehphe";"group_contains"
33549;37317;"derived formula";"onehphe + twohphe + threehphe + fourhphe + ninehphe";"group_contains"
33549;37301;"derived formula";"onehphe + twohphe + threehphe + fourhphe + ninehphe";"group_contains"
33550;37324;"derived formula";"twohphe + ninehphe";"group_contains"
33550;37310;"derived formula";"twohphe + ninehphe";"group_contains"
33551;37317;"derived formula";"onehphe + twohphe + fourhphe";"group_contains"
33551;37310;"derived formula";"onehphe + twohphe + fourhphe";"group_contains"
33551;37301;"derived formula";"onehphe + twohphe + fourhphe";"group_contains"
33552;37310;"derived formula";"twohphe + threehphe";"group_contains"
33552;37316;"derived formula";"twohphe + threehphe";"group_contains"
33553;36887;"derived formula";"asthree + asfive + mma";"group_contains"
33553;36916;"derived formula";"asthree + asfive + mma";"group_contains"
33553;36888;"derived formula";"asthree + asfive + mma";"group_contains"
33554;37276;"derived formula";"Calculated sum of metabolites for low molecular weight phthalates";"group_contains"
33554;37278;"derived formula";"Calculated sum of metabolites for low molecular weight phthalates";"group_contains"
33554;37283;"derived formula";"Calculated sum of metabolites for low molecular weight phthalates";"group_contains"
33555;37309;"derived formula";"oneohnap + twoohnap + diohnap";"group_contains"
33555;37294;"derived formula";"oneohnap + twoohnap + diohnap";"group_contains"
33555;37300;"derived formula";"oneohnap + twoohnap + diohnap";"group_contains"
33556;36802;"derived formula";"sdp + adp";"group_contains"
33556;36757;"derived formula";"sdp + adp";"group_contains"
33557;36751;"derived formula";"ehphp + ohehdphp";"group_contains"
33557;36752;"derived formula";"ehphp + ohehdphp";"group_contains"
33558;37276;"derived formula";"oxomehp + ohmehp + mehp + cxmepp + mbzp + mibp + mnbp + mep";"group_contains"
33558;37260;"derived formula";"oxomehp + ohmehp + mehp + cxmepp + mbzp + mibp + mnbp + mep";"group_contains"
33558;37283;"derived formula";"oxomehp + ohmehp + mehp + cxmepp + mbzp + mibp + mnbp + mep";"group_contains"
33558;37278;"derived formula";"oxomehp + ohmehp + mehp + cxmepp + mbzp + mibp + mnbp + mep";"group_contains"
33558;37274;"derived formula";"oxomehp + ohmehp + mehp + cxmepp + mbzp + mibp + mnbp + mep";"group_contains"
33558;37258;"derived formula";"oxomehp + ohmehp + mehp + cxmepp + mbzp + mibp + mnbp + mep";"group_contains"
33558;37264;"derived formula";"oxomehp + ohmehp + mehp + cxmepp + mbzp + mibp + mnbp + mep";"group_contains"
33558;37262;"derived formula";"oxomehp + ohmehp + mehp + cxmepp + mbzp + mibp + mnbp + mep";"group_contains"
33559;37048;"derived formula";"pfoa + pfna + pfhxs + pfos";"group_contains"
33559;37058;"derived formula";"pfoa + pfna + pfhxs + pfos";"group_contains"
33559;37060;"derived formula";"pfoa + pfna + pfhxs + pfos";"group_contains"
33559;37054;"derived formula";"pfoa + pfna + pfhxs + pfos";"group_contains"
33560;37262;"derived formula";"oxomehp + ohmehp + mehp + cxmepp";"group_contains"
33560;37260;"derived formula";"oxomehp + ohmehp + mehp + cxmepp";"group_contains"
33560;37264;"derived formula";"oxomehp + ohmehp + mehp + cxmepp";"group_contains"
33560;37258;"derived formula";"oxomehp + ohmehp + mehp + cxmepp";"group_contains"
33561;37260;"derived formula";"oxomehp + ohmehp";"group_contains"
33561;37262;"derived formula";"oxomehp + ohmehp";"group_contains"
33562;37315;"derived formula";"twohfluo + threehfluo + ninehfluo";"group_contains"
33562;37323;"derived formula";"twohfluo + threehfluo + ninehfluo";"group_contains"
33562;37308;"derived formula";"twohfluo + threehfluo + ninehfluo";"group_contains"
33563;37262;"derived formula";"Calculated sum of metabolites for high molecular weight phthalates";"group_contains"
33563;37260;"derived formula";"Calculated sum of metabolites for high molecular weight phthalates";"group_contains"
33563;37274;"derived formula";"Calculated sum of metabolites for high molecular weight phthalates";"group_contains"
33563;37258;"derived formula";"Calculated sum of metabolites for high molecular weight phthalates";"group_contains"
33563;37264;"derived formula";"Calculated sum of metabolites for high molecular weight phthalates";"group_contains"
33564;37229;"derived formula";"threepba + fpba";"group_contains"
33564;37227;"derived formula";"threepba + fpba";"group_contains"
33565;37301;"derived formula";"onehphe + twohphe + threehphe + fourhphe";"group_contains"
33565;37316;"derived formula";"onehphe + twohphe + threehphe + fourhphe";"group_contains"
33565;37310;"derived formula";"onehphe + twohphe + threehphe + fourhphe";"group_contains"
33565;37317;"derived formula";"onehphe + twohphe + threehphe + fourhphe";"group_contains"
33566;37003;"derived formula";"lbpfoa + lbpfna + lbpfhxs + lbpfos";"group_contains"
33566;37005;"derived formula";"lbpfoa + lbpfna + lbpfhxs + lbpfos";"group_contains"
33566;37001;"derived formula";"lbpfoa + lbpfna + lbpfhxs + lbpfos";"group_contains"
33566;37004;"derived formula";"lbpfoa + lbpfna + lbpfhxs + lbpfos";"group_contains"
33567;37054;"derived formula";"pfoa + pfna";"group_contains"
33567;37060;"derived formula";"pfoa + pfna";"group_contains"
33568;37246;"derived formula";"ohmidp + cxmidp";"group_contains"
33568;37256;"derived formula";"ohmidp + cxmidp";"group_contains"
33569;36887;"derived formula";"asthree + asfive + dma + mma";"group_contains"
33569;36888;"derived formula";"asthree + asfive + dma + mma";"group_contains"
33569;36902;"derived formula";"asthree + asfive + dma + mma";"group_contains"
33569;36916;"derived formula";"asthree + asfive + dma + mma";"group_contains"
33570;37249;"derived formula";"mhnp + mcop";"group_contains"
33570;37250;"derived formula";"mhnp + mcop";"group_contains"
33571;37260;"derived formula";"ohmehp + cxmepp";"group_contains"
33571;37258;"derived formula";"ohmehp + cxmepp";"group_contains"
33572;37300;"derived formula";"oneohnap + twoohnap";"group_contains"
33572;37309;"derived formula";"oneohnap + twoohnap";"group_contains"
33573;36889;"derived formula";"asb + asthree + asfive + dma + mma";"group_contains"
33573;36887;"derived formula";"asb + asthree + asfive + dma + mma";"group_contains"
33573;36916;"derived formula";"asb + asthree + asfive + dma + mma";"group_contains"
33573;36888;"derived formula";"asb + asthree + asfive + dma + mma";"group_contains"
33573;36902;"derived formula";"asb + asthree + asfive + dma + mma";"group_contains"
33574;37260;"derived formula";"oxomehp + ohmehp + mehp";"group_contains"
33574;37264;"derived formula";"oxomehp + ohmehp + mehp";"group_contains"
33574;37262;"derived formula";"oxomehp + ohmehp + mehp";"group_contains"
33575;37301;"derived formula";"Sum of 1- and 9-hydroxyphenanthrene";"group_contains"
33575;37324;"derived formula";"Sum of 1- and 9-hydroxyphenanthrene";"group_contains"
33576;37308;"derived formula";"Sum of 2- and 3-hydroxyfluorene";"group_contains"
33576;37315;"derived formula";"Sum of 2- and 3-hydroxyfluorene";"group_contains"
33577;37014;"derived formula";"mepfosaa + pfhxs + lbpfoa + pfda + pfunda + lbpfos + pfna";"group_contains"
33577;37005;"derived formula";"mepfosaa + pfhxs + lbpfoa + pfda + pfunda + lbpfos + pfna";"group_contains"
33577;37048;"derived formula";"mepfosaa + pfhxs + lbpfoa + pfda + pfunda + lbpfos + pfna";"group_contains"
33577;37054;"derived formula";"mepfosaa + pfhxs + lbpfoa + pfda + pfunda + lbpfos + pfna";"group_contains"
33577;37041;"derived formula";"mepfosaa + pfhxs + lbpfoa + pfda + pfunda + lbpfos + pfna";"group_contains"
33577;37004;"derived formula";"mepfosaa + pfhxs + lbpfoa + pfda + pfunda + lbpfos + pfna";"group_contains"
33577;37069;"derived formula";"mepfosaa + pfhxs + lbpfoa + pfda + pfunda + lbpfos + pfna";"group_contains"
33578;37235;"measured sum";"Measured Sum(twofourdehtm,onefourdehtm)";"group_contains"
33578;37241;"measured sum";"Measured Sum(twofourdehtm,onefourdehtm)";"group_contains"
33579;37226;"measured sum";"Measured Sum (cis-DCCA, trans-DCCA)";"group_contains"
33579;37232;"measured sum";"Measured Sum (cis-DCCA, trans-DCCA)";"group_contains"
33580;37301;"measured sum";"Measured Sum of 1- and 9-hydroxyphenanthrene";"group_contains"
33580;37324;"measured sum";"Measured Sum of 1- and 9-hydroxyphenanthrene";"group_contains"
33581;37315;"measured sum";"Measured Sum of 2- and 3-hydroxyfluorene";"group_contains"
33581;37308;"measured sum";"Measured Sum of 2- and 3-hydroxyfluorene";"group_contains"
33582;37324;"measured sum";"Measured Sum of 1-, 2-, 3-, 4- and 9- hydroxyphenanthrenes";"group_contains"
33582;37310;"measured sum";"Measured Sum of 1-, 2-, 3-, 4- and 9- hydroxyphenanthrenes";"group_contains"
33582;37301;"measured sum";"Measured Sum of 1-, 2-, 3-, 4- and 9- hydroxyphenanthrenes";"group_contains"
33582;37317;"measured sum";"Measured Sum of 1-, 2-, 3-, 4- and 9- hydroxyphenanthrenes";"group_contains"
33582;37316;"measured sum";"Measured Sum of 1-, 2-, 3-, 4- and 9- hydroxyphenanthrenes";"group_contains"
33583;37106;"measured sum";"Measured Sum of pcb196 and pcb203";"group_contains"
33583;37109;"measured sum";"Measured Sum of pcb196 and pcb203";"group_contains"
33585;36902;"measured sum";"Measured Total arsenic";"group_contains"
33585;36889;"measured sum";"Measured Total arsenic";"group_contains"
33585;36916;"measured sum";"Measured Total arsenic";"group_contains"
33585;36888;"measured sum";"Measured Total arsenic";"group_contains"
33585;36887;"measured sum";"Measured Total arsenic";"group_contains"
33586;37298;"measured sum";"Measured Sum of 3- and 9- hydroxybenz[a]anthracene";"group_contains"
33586;37297;"measured sum";"Measured Sum of 3- and 9- hydroxybenz[a]anthracene";"group_contains"
33587;36887;"measured sum";"Measured Toxicologically relevant arsenic";"group_contains"
33587;36888;"measured sum";"Measured Toxicologically relevant arsenic";"group_contains"
33587;36902;"measured sum";"Measured Toxicologically relevant arsenic";"group_contains"
33587;36916;"measured sum";"Measured Toxicologically relevant arsenic";"group_contains"
33588;37129;"measured";"(3,4-dichlorophenyl)urea";"exact_match"
33589;37203;"measured";"(NE)-N-[3-[(2-chloro-1,3-thiazol-5-yl)methyl]-5-methyl-1,3,5-oxadiazinan-4-ylidene]nitramide";"exact_match"
33590;36836;"measured";"(RS)-2-Chloro-N-(2-ethyl-6-methyl-phenyl)-N-(1-methoxypropan-2-yl)acetamide";"exact_match"
33591;36671;"measured";"Percentage (cytotox.) T cells";"exact_match"
33592;36672;"measured";"Percentage (helper) T cells";"exact_match"
33593;37417;"measured";"1,1,1,3,3,3-Hexafluoro-2-(fluoromethoxy)propane";"exact_match"
33594;36739;"measured";"1,2 bis(2,4,6-tribromophenoxy)ethane";"exact_match"
33595;36740;"measured";"1,2,2,2-tetrabromoethylcyclohexane";"exact_match"
33596;36721;"measured";"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin";"exact_match"
33597;36812;"measured";"1,2,3,4,6,7,8-Heptachlorodibenzofuran";"exact_match"
33598;36813;"measured";"1,2,3,4,7,8,9-Heptachlorodibenzofuran";"exact_match"
33599;36722;"measured";"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin";"exact_match"
33600;36814;"measured";"1,2,3,4,7,8-Hexatachlorodibenzofuran";"exact_match"
33601;36723;"measured";"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin";"exact_match"
33602;36815;"measured";"1,2,3,6,7,8-Hexatachlorodibenzofuran";"exact_match"
33603;36724;"measured";"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin";"exact_match"
33604;36816;"measured";"1,2,3,7,8,9-Hexatachlorodibenzofuran";"exact_match"
33605;36725;"measured";"1,2,3,7,8-Pentachlorodibenzo-p-dioxin";"exact_match"
33606;36817;"measured";"1,2,3,7,8-Pentachlorodibenzofuran";"exact_match"
33607;36741;"measured";"1,2,5,6-tetrabromocyclooctane";"exact_match"
33608;37292;"measured";"1,2-DHP";"exact_match"
33609;37293;"measured";"1,2-Dihydrophenanthrene-1,2-diol";"exact_match"
33610;37295;"measured";"1,2-Dihydroxyphenanthrene";"exact_match"
33611;36742;"measured";"1,3,5-Tribromo-2-(2,3-dibromopropyl)benzene";"exact_match"
33612;37235;"measured";"1,4-di-(2-ethylhexyl) trimellitate";"exact_match"
33613;37130;"measured";"1-(3,4-dichlorophenyl)-3-methylurea";"exact_match"
33614;36837;"measured";"1-(4-Isopropylphenyl)-3-methylurea";"exact_match"
33615;37294;"measured";"1-,2-dihydroxynaphthalene";"exact_match"
33616;37204;"measured";"1-[(2-chloro-1,3-thiazol-5-yl)methyl]-3-methyl-2-nitroguanidine";"exact_match"
33617;37205;"measured";"1-[2-(2,4-dichlorophenyl)-2-prop-2-enoxyethyl]imidazole";"exact_match"
33618;36743;"measured";"1-hydroxy-2propyl bis (1-chloro-2-propyl) phosphate";"exact_match"
33619;37296;"measured";"1-hydroxybenz[a]anthracene";"exact_match"
33620;37299;"measured";"1-hydroxychrysene";"exact_match"
33621;37300;"measured";"1-hydroxynaphthalene";"exact_match"
33622;37301;"measured";"1-hydroxyphenanthrene";"exact_match"
33623;37302;"measured";"1-hydroxypyrene";"exact_match"
33624;37303;"measured";"1-methylnaphthalene";"exact_match"
33625;37304;"measured";"1-methylphenanthrene";"exact_match"
33626;37236;"measured";"1-mono-(2-carboxyl-methyl-hexyl) benzene-1,4-dicarboxylate";"exact_match"
33627;37237;"measured";"1-mono-(2-ethyl-5-carboxyl-pentyl) benzene-1,4-dicarboxylate";"exact_match"
33628;37238;"measured";"1-mono-(2-ethyl-5-hydroxy-hexyl) benzene-1,4-dicarboxylate";"exact_match"
33629;37239;"measured";"1-mono-(2-ethyl-5-oxo-hexyl) benzene-1,4-dicarboxylate";"exact_match"
33630;37240;"measured";"1-mono-(2-ethylhexyl) terephthalate";"exact_match"
33631;37372;"measured";"17-hydroxyprogesteron";"exact_match"
33632;37371;"measured";"17beta-oestradiol";"exact_match"
33633;37324;"measured";"9-hydroxyphenanthrene";"exact_match"
33634;36745;"measured";"2,2',3,3',4,4',6,6'-Octabromodiphenyl ether";"exact_match"
33635;36746;"measured";"2,2',3,4,4',5,5',6-Octabromodiphenyl ether";"exact_match"
33636;37394;"measured";"2,3,4 trihydroxybenzophenone";"exact_match"
33637;36747;"measured";"2,3,4,5-tetrabromo benzoic acid";"exact_match"
33638;36818;"measured";"2,3,4,6,7,8-Hexatachlorodibenzofuran";"exact_match"
33639;37131;"measured";"2,3,4,6-Tetrachlorophenol";"exact_match"
33640;36819;"measured";"2,3,4,7,8-Pentachlorodibenzofuran";"exact_match"
33641;37132;"measured";"2,3,4-Trichlorophenol";"exact_match"
33642;36748;"measured";"2,3,5,6-tetrabromo-p-xylene";"exact_match"
33643;37305;"measured";"2,3,5-trimethylnaphthalene";"exact_match"
33644;36820;"measured";"2,3,7,8-Tetrachlorodibenzofuran";"exact_match"
33645;36845;"measured";"Alachlor mercapturate";"exact_match"
33646;37147;"measured";"Aldrin";"exact_match"
33647;36878;"measured";"Alkaline Phosphatases";"exact_match"
33648;37134;"measured";"2,4,5-trichlorophenoxyacetic acid";"exact_match"
33649;36872;"measured";"Alpha1-microglobuline";"exact_match"
33650;37135;"measured";"2,4,6-trichlorophenol";"exact_match"
33651;36750;"measured";"2,4-Dibromophenol";"exact_match"
33652;36624;"measured";"2,4-Dichloroaniline";"exact_match"
33653;37241;"measured";"2,4-di-(2-ethylhexyl) trimellitate";"exact_match"
33654;37136;"measured";"2,4-dichlorophenol";"exact_match"
33655;36636;"measured";"Aniline";"exact_match"
33656;37395;"measured";"2,4-dihydroxylbenzophenone";"exact_match"
33657;36757;"measured";"Anti-dechlorane plus";"exact_match"
33658;36885;"measured";"Antimony";"exact_match"
33659;37138;"measured";"2,5-dichlorophenol";"exact_match"
33660;36838;"measured";"2,6 diethyl aniline";"exact_match"
33661;36626;"measured";"2,6-Dichloroaniline";"exact_match"
33662;36627;"measured";"2,6-Diisopropylaniline";"exact_match"
33663;37139;"measured";"2,6-dichlorophenol";"exact_match"
33664;36651;"measured";"2,6-toluenediamine";"exact_match"
33665;36827;"measured";"2-(2-methoxyethoxy)acetic acid";"exact_match"
33666;37201;"measured";"2-(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxyacetic acid";"exact_match"
33667;37215;"measured";"2-(4-chloro-2-methylphenoxy)acetic acid";"exact_match"
33668;37306;"measured";"2-,6-dimethylnaphthalene";"exact_match"
33669;37307;"measured";"2-Hydroxyanthracene";"exact_match"
33670;36839;"measured";"2-Chloro-N-(2,6-diethylphenyl)-N-(methoxymethyl)acetamide";"exact_match"
33671;37140;"measured";"2-Diethylamino-6-hydroxy-4-methylpyrimidine";"exact_match"
33672;37396;"measured";"2-Ethylhexyl 4-(dimethylamino)benzoate";"exact_match"
33673;37222;"measured";"2-Isopropoxyphenol";"exact_match"
33674;37242;"measured";"2-OH-Mono-iso-butylphthalate";"exact_match"
33675;37193;"measured";"2-[4-[3-chloro-5-(trifluoromethyl)pyridin-2-yl]oxyphenoxy]propanoic acid";"exact_match"
33676;37217;"measured";"2-[4-[5-(trifluoromethyl)pyridin-2-yl]oxyphenoxy]propanoic acid";"exact_match"
33677;36828;"measured";"2-butoxyacetic acid";"exact_match"
33678;36829;"measured";"2-ethoxyacetic acid";"exact_match"
33679;36751;"measured";"2-ethyl-5-hydroxyhexyl diphenyl phosphate";"exact_match"
33680;36752;"measured";"2-ethylhexyl phenyl phosphate";"exact_match"
33681;36753;"measured";"2-ethylhexyl-2,3,4,5-tetrabromobenzoate";"exact_match"
33682;36840;"measured";"2-hydroxy atrazine";"exact_match"
33683;36841;"measured";"2-hydroxy simazine";"exact_match"
33684;36655;"measured";"2-hydroxy-N-ethylsuccinimide";"exact_match"
33685;36656;"measured";"2-hydroxy-N-methylsuccinimide";"exact_match"
33686;36754;"measured";"2-hydroxyethyl bis(2-butoxyethyl) phosphate";"exact_match"
33687;37308;"measured";"2-hydroxyfluorene";"exact_match"
33688;37309;"measured";"2-hydroxynaphthalene";"exact_match"
33689;37310;"measured";"2-hydroxyphenanthrene";"exact_match"
33690;36830;"measured";"2-methoxyacetic acid";"exact_match"
33691;37311;"measured";"2-methylnaphthalene";"exact_match"
33692;36831;"measured";"2-phenoxyacetic acid";"exact_match"
33693;36832;"measured";"2-propoxyacetic acid";"exact_match"
33694;36653;"measured";"3,4-Dichloroaniline";"exact_match"
33695;37142;"measured";"3,5,6-trichloro-2-pyridinol";"exact_match"
33696;36654;"measured";"3,5-Dichloroaniline";"exact_match"
33697;37212;"measured";"3,5-dibromo-4-hydroxybenzonitrile";"exact_match"
33698;37141;"measured";"3-(2,2-dibromovinyl)-2,2-dimethylcyclopropane carboxylic acid";"exact_match"
33699;37226;"measured";"3-(2,2-dichlorovinyl)-2,2-dimethylycyclopropane carboxylic acid";"exact_match"
33700;36842;"measured";"3-(3,4-dichlorophenyl)-1,1-dimethylurea";"exact_match"
33701;36843;"measured";"3-(3-Chloro-4-methylphenyl)-1,1-dimethylurea";"exact_match"
33702;36844;"measured";"3-(4-Isopropylphenyl)-1,1-dimethylurea";"exact_match"
33703;36936;"measured";"3-Acetyldeoxynivalenol";"exact_match"
33704;36628;"measured";"3-Aminobiphenyl";"exact_match"
33705;37314;"measured";"3-Hydroxyfluoranthène";"exact_match"
33706;37244;"measured";"3-OH-Mono-n-butyl phthalate";"exact_match"
33707;36629;"measured";"3-Trifluormethoxyaniline";"exact_match"
33708;37207;"measured";"3-[(6-chloropyridin-3-yl)methyl-(2,2-difluoroethyl)amino]-2H-furan-5-one";"exact_match"
33709;37397;"measured";"3-benzylidene camphor";"exact_match"
33710;37243;"measured";"3-carboxyl-mono-propyl phthalate";"exact_match"
33711;37297;"measured";"3-hydroxybenz[a]anthracene";"exact_match"
33712;37312;"measured";"3-hydroxybenzo(a)pyrene";"exact_match"
33713;37313;"measured";"3-hydroxybenzo[c]-phenanthrene";"exact_match"
33714;37315;"measured";"3-hydroxyfluorene";"exact_match"
33715;37316;"measured";"3-hydroxyphenanthrene";"exact_match"
33716;36755;"measured";"3-hydroxyphenyl diphenyl phosphate";"exact_match"
33717;37227;"measured";"3-phenoxybenzoic acid";"exact_match"
33718;37144;"measured";"4'-Hydroxypyrimethanil";"exact_match"
33719;36630;"measured";"4,4'-methylenebis(2-chloroaniline)";"exact_match"
33720;36652;"measured";"4,4'-methylenedianiline";"exact_match"
33721;36631;"measured";"4-Aminobiphenyl";"exact_match"
33722;36632;"measured";"4-Ethylaniline";"exact_match"
33723;37200;"measured";"4-Hydroxy Chlorothalonil";"exact_match"
33724;36633;"measured";"4-Isopropylaniline";"exact_match"
33725;36634;"measured";"4-Methyl-m-phenylenediamine";"exact_match"
33726;37145;"measured";"4-Nitrophenol";"exact_match"
33727;36635;"measured";"4-Trifluormethoxyaniline";"exact_match"
33728;37228;"measured";"4-chloro-alpha-isopropyl benzene acetic acid";"exact_match"
33729;37143;"measured";"4-chlorophenol";"exact_match"
33730;37229;"measured";"4-fluoro-3-phenoxybenzoic acid";"exact_match"
33731;37398;"measured";"4-hydroxy-benzophenone";"exact_match"
33732;37317;"measured";"4-hydroxyphenanthrene";"exact_match"
33733;36756;"measured";"4-hydroxyphenyl phenyl phosphate";"exact_match"
33734;37399;"measured";"4-methyl-benzophenone";"exact_match"
33735;37400;"measured";"4-methylbenzylidene camphor";"exact_match"
33736;37318;"measured";"5-Methylchrysene";"exact_match"
33737;37146;"measured";"5-OH-thiabendazole";"exact_match"
33738;36657;"measured";"5-hydroxy-N-ethyl-2-pyrrolidone";"exact_match"
33739;36658;"measured";"5-hydroxy-N-methyl-2-pyrrolidone";"exact_match"
33740;37246;"measured";"6-OH-Mono-propyl-heptyl phthalate (LC-MS/MS method, sum of all C10 metabolites including the DPHP metabolites)";"exact_match"
33741;37245;"measured";"6-OH-mono-propyl-heptyl phthalate (GC-HRMS method, only DPHP metabolites)";"exact_match"
33742;37247;"measured";"6-Oxo-mono-propyl-heptyl phthalate (GC-HRMS method, only DPHP metabolites)";"exact_match"
33743;37248;"measured";"6-Oxo-mono-propyl-heptyl phthalate (LC-MS/MS method, sum of all C10 metabolites including the DPHP metabolites)";"exact_match"
33744;37319;"measured";"6-hydroxychrysene";"exact_match"
33745;37320;"measured";"7,12-Dimethylbenz(a)anthracene";"exact_match"
